"# ------------------------------------"
"Report: Publisher Bandwidth"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
id,bandwidth_consumption,average_storage,peak_storage,added_storage,deleted_storage,combined_bandwidth_storage,transcoding_consumption
20160131,205.93526554108,164512.18694305,164512.18694305,0,0,164718.1222086,0
20160201,603.86835861206,164512.18694305,164512.18694305,0,0,165116.05530167,0
20160202,2064.8554401398,164512.18694305,164512.18694305,0,0,166577.04238319,0
20160203,31.458458900452,164512.18694305,164512.18694305,0,0,164543.64540195,0
20160204,0.10929489135742,164512.18694305,164512.18694305,0,0,164512.29623795,0
20160205,0,164512.18694305,164512.18694305,0,0,164512.18694305,0
20160206,0,164512.18694305,164512.18694305,0,0,164512.18694305,0
20160207,2.4657125473022,164512.18694305,164512.18694305,0,0,164514.6526556,0
20160208,229.38909816742,164512.18694305,164512.18694305,0,0,164741.57604122,0
20160209,100.15378284454,172903.58974838,172903.58974838,8391.4028053284,0,173003.74353123,0
20160210,1.5214052200317,172903.58974838,172903.58974838,0,0,172905.1111536,0
20160211,9.7991571426392,172903.58974838,172903.58974838,0,0,172913.38890553,0
20160212,11.482192993164,172903.58974838,172903.58974838,0,0,172915.07194138,0
20160213,2907.5546350479,172903.58974838,172903.58974838,0,0,175811.14438343,0
20160214,342.59057331085,172903.58974838,172903.58974838,0,0,173246.18032169,0
20160215,466.54490089417,172903.58974838,172903.58974838,0,0,173370.13464928,0
20160216,2280.9250364304,174964.03148556,174964.03148556,2060.441737175,0,177244.95652199,0
20160217,955.00258350372,174964.03148556,174964.03148556,0,0,175919.03406906,0
20160218,2961.6026010513,174964.03148556,174964.03148556,0,0,177925.63408661,0
20160219,6380.7223205566,190153.589921,190153.589921,15189.55843544,0,196534.31224155,0
20160220,1958.1234693527,190153.589921,190153.589921,0,0,192111.71339035,0
20160221,4729.648358345,190153.589921,190153.589921,0,0,194883.23827934,0
20160222,2668.9397821426,206348.66310787,206348.66310787,16195.073186874,0,209017.60289001,0
20160223,5775.0258541107,219750.39781475,219750.39781475,13401.734706879,0,225525.42366886,0
20160224,7141.0413589478,224898.12056828,224898.12056828,5147.7227535248,0,232039.16192722,0
20160225,2771.3949556351,225986.3005085,225986.3005085,1088.1799402237,0,228757.69546413,0
20160226,1011.6302423477,225986.3005085,225986.3005085,0,0,226997.93075085,0
20160227,1053.8302612305,225986.3005085,225986.3005085,0,0,227040.13076973,0
20160228,5520.2402238846,225986.3005085,225986.3005085,0,0,231506.54073238,0
20160229,3576.5240325928,247436.43405628,247436.43405628,21450.133547783,0,251012.95808887,0
20160301,548.81528282166,254337.35699272,254337.35699272,6900.9229364395,0,254886.17227554,0
20160302,7441.6248826981,254337.35699272,254337.35699272,0,0,261778.98187542,0
20160303,110260.20304775,254337.35699272,254337.35699272,0,0,364597.56004047,0
20160304,200439.88511086,254337.35699272,254337.35699272,0,0,454777.24210358,0
20160305,163784.08170605,254337.35699272,254337.35699272,0,0,418121.43869877,0
20160306,149402.03773212,254337.35699272,254337.35699272,0,0,403739.39472485,0
20160307,103387.5897665,254337.35699272,254337.35699272,0,0,357724.94675922,0
20160308,143442.92760086,254337.35699272,254337.35699272,0,0,397780.28459358,0
20160309,116342.12605381,254337.35699272,254337.35699272,0,0,370679.48304653,0
20160310,135117.90204239,254337.35699272,254337.35699272,0,0,389455.25903511,0
20160311,160363.94434834,254337.35699272,254337.35699272,0,0,414701.30134106,0
20160312,115905.00227356,254337.35699272,254337.35699272,0,0,370242.35926628,0
20160313,71826.596834183,254337.35699272,254337.35699272,0,0,326163.9538269,0
20160314,56884.577375412,254337.35699272,254337.35699272,0,0,311221.93436813,0
20160315,117871.46244621,254337.35699272,254337.35699272,0,0,372208.81943893,0
20160316,109315.42531109,267737.19104481,267737.19104481,13399.834052086,0,377052.6163559,0
20160317,80850.622121811,273805.82922363,273805.82922363,6068.6381788254,0,354656.45134544,0
20160318,75203.505796432,273805.82922363,273805.82922363,0,0,349009.33502007,0
20160319,125457.84247494,273805.82922363,273805.82922363,0,0,399263.67169857,0
20160320,73374.539502144,273805.82922363,273805.82922363,0,0,347180.36872578,0
20160321,42021.998007774,273805.82922363,273805.82922363,0,0,315827.82723141,0
20160322,44885.919891357,280884.50934029,280884.50934029,7078.6801166534,0,325770.42923164,0
20160323,39041.171398163,280884.50934029,280884.50934029,0,0,319925.68073845,0
20160324,65184.254879951,280884.50934029,280884.50934029,0,0,346068.76422024,0
20160325,46380.791319847,280884.50934029,280884.50934029,0,0,327265.30066013,0
20160326,64488.280143738,280884.50934029,280884.50934029,0,0,345372.78948402,0
20160327,40501.162538528,280884.50934029,280884.50934029,0,0,321385.67187881,0
20160328,69472.257716179,280884.50934029,280884.50934029,0,0,350356.76705647,0
20160329,42855.7961483,280884.50934029,280884.50934029,0,0,323740.30548859,0
20160330,44604.255500793,280884.50934029,280884.50934029,0,0,325488.76484108,0
20160331,22790.721426964,280884.50934029,280884.50934029,0,0,303675.23076725,0
20160401,65987.623651505,280884.50934029,280884.50934029,0,0,346872.13299179,0
20160402,50240.775091171,280884.50934029,280884.50934029,0,0,331125.28443146,0
20160403,53211.478352547,280884.50934029,280884.50934029,0,0,334095.98769283,0
20160404,41515.137458801,281572.31834984,281572.31834984,687.809009552,0,323087.45580864,0
20160405,25745.856842041,281572.31834984,281572.31834984,0,0,307318.17519188,0
20160406,36970.865060806,281572.31834984,281572.31834984,0,0,318543.18341064,0
20160407,56423.360955238,281572.31834984,281572.31834984,0,0,337995.67930508,0
20160408,56751.166727066,281572.31834984,281572.31834984,0,0,338323.4850769,0
20160409,41036.966844559,281572.31834984,281572.31834984,0,0,322609.2851944,0
20160410,85859.399308205,281572.31834984,281572.31834984,0,0,367431.71765804,0
20160411,70526.330587387,281572.31834984,281572.31834984,0,0,352098.64893723,0
20160412,64153.980187416,281572.31834984,281572.31834984,0,0,345726.29853725,0
20160413,96001.329496384,281572.31834984,281572.31834984,0,0,377573.64784622,0
20160414,123008.56063747,281572.31834984,281572.31834984,0,0,404580.87898731,0
20160415,162483.68682575,281572.31834984,281572.31834984,0,0,444056.00517559,0
20160416,153093.81147957,281572.31834984,281572.31834984,0,0,434666.12982941,0
20160417,84465.118964195,281572.31834984,281572.31834984,0,0,366037.43731403,0
20160418,59164.204027176,281572.31834984,281572.31834984,0,0,340736.52237701,0
20160419,75470.430653572,281572.31834984,281572.31834984,0,0,357042.74900341,0
20160420,66246.595450401,281572.31834984,281572.31834984,0,0,347818.91380024,0
20160421,133060.97323513,281572.31834984,281572.31834984,0,0,414633.29158497,0
20160422,222211.52549744,281572.31834984,281572.31834984,0,0,503783.84384727,0
20160423,167634.99695969,281572.31834984,281572.31834984,0,0,449207.31530952,0
20160424,88745.749279022,281572.31834984,281572.31834984,0,0,370318.06762886,0
20160425,53581.486283302,281572.31834984,281572.31834984,0,0,335153.80463314,0
20160426,53316.599029541,281572.31834984,281572.31834984,0,0,334888.91737938,0
20160427,55380.87656498,302162.20051098,302162.20051098,20589.88216114,0,357543.07707596,0
20160428,88282.413428307,302162.20051098,302162.20051098,0,0,390444.61393929,0
20160429,102769.27963352,302162.20051098,302162.20051098,0,0,404931.4801445,0
20160430,76101.106715202,302162.20051098,302162.20051098,0,0,378263.30722618,0
20160501,32295.194592476,302162.20051098,302162.20051098,0,0,334457.39510345,0
20160502,39104.807929993,302162.20051098,302162.20051098,0,0,341267.00844097,0
20160503,40509.725230217,302162.20051098,302162.20051098,0,0,342671.9257412,0
20160504,41353.496306419,302162.20051098,302162.20051098,0,0,343515.6968174,0
20160505,49125.054198265,302162.20051098,302162.20051098,0,0,351287.25470924,0
20160506,72984.321780205,302162.20051098,302162.20051098,0,0,375146.52229118,0
20160507,58819.857714653,302162.20051098,302162.20051098,0,0,360982.05822563,0
20160508,38458.809869766,302162.20051098,302162.20051098,0,0,340621.01038074,0
20160509,53631.924740791,302162.20051098,302162.20051098,0,0,355794.12525177,0
20160510,28787.226551056,302162.20051098,302162.20051098,0,0,330949.42706203,0
20160511,42637.599161148,302162.20051098,302162.20051098,0,0,344799.79967213,0
20160512,79008.613444328,302162.20051098,302162.20051098,0,0,381170.81395531,0
20160513,108545.82707119,302162.20051098,302162.20051098,0,0,410708.02758217,0
20160514,80365.436497688,302162.20051098,302162.20051098,0,0,382527.63700867,0
20160515,58835.422819138,302162.20051098,302162.20051098,0,0,360997.62333012,0
20160516,59883.438102722,302162.20051098,302162.20051098,0,0,362045.6386137,0
20160517,41013.529849052,302162.20051098,302162.20051098,0,0,343175.73036003,0
20160518,52816.145231247,302162.20051098,302162.20051098,0,0,354978.34574223,0
20160519,35877.833147049,302162.20051098,302162.20051098,0,0,338040.03365803,0
20160520,44529.512876511,303956.60627556,303956.60627556,1794.4057645798,0,348486.11915207,0
20160521,67645.334238052,303956.60627556,303956.60627556,0,0,371601.94051361,0
20160522,55903.68244648,303956.60627556,303956.60627556,0,0,359860.28872204,0
20160523,46009.264679909,303956.60627556,303956.60627556,0,0,349965.87095547,0
20160524,47765.431686401,303956.60627556,303956.60627556,0,0,351722.03796196,0
20160525,34618.27372551,303956.60627556,303956.60627556,0,0,338574.88000107,0
20160526,48003.569835663,303956.60627556,303956.60627556,0,0,351960.17611122,0
20160527,53920.058441162,315096.80016518,315096.80016518,11140.193889618,0,369016.85860634,0
20160528,90591.407976151,315096.80016518,315096.80016518,0,0,405688.20814133,0
20160529,49074.678203583,315096.80016518,315096.80016518,0,0,364171.47836876,0
20160530,32179.64725399,315096.80016518,315096.80016518,0,0,347276.44741917,0
20160531,20143.662563324,315096.80016518,315096.80016518,0,0,335240.4627285,0
20160601,36205.66076088,315096.80016518,315096.80016518,0,0,351302.46092606,0
20160602,35229.843664169,315096.80016518,315096.80016518,0,0,350326.64382935,0
20160603,39636.459786415,315096.80016518,315096.80016518,0,0,354733.25995159,0
20160604,23423.138749123,315096.80016518,315096.80016518,0,0,338519.9389143,0
20160605,41232.878311157,315096.80016518,315096.80016518,0,0,356329.67847633,0
20160606,36972.154706001,315096.80016518,315096.80016518,0,0,352068.95487118,0
20160607,46062.889568329,315096.80016518,315096.80016518,0,0,361159.68973351,0
20160608,26949.386844635,315096.80016518,315096.80016518,0,0,342046.18700981,0
20160609,13978.911541939,315096.80016518,315096.80016518,0,0,329075.71170712,0
20160610,21922.984893799,315096.80016518,315096.80016518,0,0,337019.78505898,0
20160611,44547.801269531,315096.80016518,315096.80016518,0,0,359644.60143471,0
20160612,23403.969272614,315096.80016518,315096.80016518,0,0,338500.76943779,0
20160613,17272.884342194,315096.80016518,315096.80016518,0,0,332369.68450737,0
20160614,24418.012472153,315096.80016518,315096.80016518,0,0,339514.81263733,0
20160615,22318.982507706,315096.80016518,315096.80016518,0,0,337415.78267288,0
20160616,58973.745140076,315096.80016518,315096.80016518,0,0,374070.54530525,0
20160617,60105.185338974,315096.80016518,315096.80016518,0,0,375201.98550415,0
20160618,67235.419569016,315096.80016518,315096.80016518,0,0,382332.21973419,0
20160619,93266.502105713,315096.80016518,315096.80016518,0,0,408363.30227089,0
20160620,86804.331532478,315096.80016518,315096.80016518,0,0,401901.13169765,0
20160621,81972.132424355,315096.80016518,315096.80016518,0,0,397068.93258953,0
20160622,61231.481114388,315096.80016518,315096.80016518,0,0,376328.28127956,0
20160623,46478.577981949,315096.80016518,315096.80016518,0,0,361575.37814713,0
20160624,61847.357801437,315096.80016518,315096.80016518,0,0,376944.15796661,0
20160625,103231.48025322,315096.80016518,315096.80016518,0,0,418328.2804184,0
20160626,61668.775836945,315096.80016518,315096.80016518,0,0,376765.57600212,0
20160627,56256.416798592,319501.10752392,319501.10752392,4404.3073587418,0,375757.52432251,0
20160628,37527.512797356,328862.58951283,328862.58951283,9361.4819889069,0,366390.10231018,0
20160629,69825.608380318,328862.58951283,328862.58951283,0,0,398688.19789314,0
20160630,49544.297661781,328862.58951283,328862.58951283,0,0,378406.88717461,0
20160701,61563.368879318,336086.1269989,336086.1269989,7223.5374860764,0,397649.49587822,0
20160702,64580.217074394,336086.1269989,336086.1269989,0,0,400666.3440733,0
20160703,83670.985122681,336086.1269989,336086.1269989,0,0,419757.11212158,0
20160704,18883.744380951,336086.1269989,336086.1269989,0,0,354969.87137985,0
20160705,45479.869317055,341045.56904411,341045.56904411,4959.4420452118,0,386525.43836117,0
20160706,34763.29557991,349667.53645802,349667.53645802,8621.9674139023,0,384430.83203793,0
20160707,28132.386058807,349667.53645802,349667.53645802,0,0,377799.92251682,0
20160708,36384.589384079,349667.53645802,349667.53645802,0,0,386052.12584209,0
20160709,67571.774721146,349667.53645802,349667.53645802,0,0,417239.31117916,0
20160710,50610.388587952,349667.53645802,349667.53645802,0,0,400277.92504597,0
20160711,54164.63988018,349667.53645802,349667.53645802,0,0,403832.1763382,0
20160712,42717.573785782,349667.53645802,349667.53645802,0,0,392385.1102438,0
20160713,33552.026019096,349667.53645802,349667.53645802,0,0,383219.56247711,0
20160714,30864.320129395,349667.53645802,349667.53645802,0,0,380531.85658741,0
20160715,65243.78764534,349667.53645802,349667.53645802,0,0,414911.32410336,0
20160716,86305.860170364,349667.53645802,349667.53645802,0,0,435973.39662838,0
20160717,41563.783102036,349667.53645802,349667.53645802,0,0,391231.31956005,0
20160718,35567.476506233,349667.53645802,349667.53645802,0,0,385235.01296425,0
20160719,52604.291780472,349667.53645802,349667.53645802,0,0,402271.82823849,0
20160720,42079.72724247,349667.53645802,349667.53645802,0,0,391747.26370049,0
20160721,56093.001832008,349667.53645802,349667.53645802,0,0,405760.53829002,0
20160722,67749.684323311,349667.53645802,349667.53645802,0,0,417417.22078133,0
20160723,87858.91061306,349667.53645802,349667.53645802,0,0,437526.44707108,0
20160724,69847.522017479,349667.53645802,349667.53645802,0,0,419515.05847549,0
20160725,81449.289237976,349667.53645802,349667.53645802,0,0,431116.82569599,0
20160726,52436.078701019,349667.53645802,349667.53645802,0,0,402103.61515903,0
20160727,61709.480556488,349667.53645802,349667.53645802,0,0,411377.0170145,0
20160728,50607.164151192,349667.53645802,349667.53645802,0,0,400274.70060921,0
20160729,56774.205166817,349667.53645802,349667.53645802,0,0,406441.74162483,0
20160730,77578.712791443,349667.53645802,349667.53645802,0,0,427246.24924946,0
20160731,50193.757108688,349667.53645802,349667.53645802,0,0,399861.2935667,0
20160801,36014.454118729,349667.53645802,349667.53645802,0,0,385681.99057674,0
20160802,201180.53226566,353392.18119049,353392.18119049,3724.6447324753,0,554572.71345615,0
20160803,218388.52478981,353392.18119049,353392.18119049,0,0,571780.7059803,0
20160804,142879.61071968,363340.92902184,363340.92902184,9948.7478313446,0,506220.53974152,0
20160805,157663.85636139,364708.83472729,364708.83472729,1367.905705452,0,522372.69108868,0
20160806,92911.931565285,364708.83472729,364708.83472729,0,0,457620.76629257,0
20160807,59449.709599495,364708.83472729,364708.83472729,0,0,424158.54432678,0
20160808,101624.04923153,364708.83472729,364708.83472729,0,0,466332.88395882,0
20160809,102584.23193264,364708.83472729,364708.83472729,0,0,467293.06665993,0
20160810,52720.617745399,364708.83472729,364708.83472729,0,0,417429.45247269,0
20160811,70024.230427742,364708.83472729,364708.83472729,0,0,434733.06515503,0
20160812,91516.256262779,364708.83472729,364708.83472729,0,0,456225.09099007,0
20160813,72318.247391701,364708.83472729,364708.83472729,0,0,437027.08211899,0
20160814,109150.45068932,364708.83472729,364708.83472729,0,0,473859.2854166,0
20160815,88175.585651398,364708.83472729,364708.83472729,0,0,452884.42037868,0
20160816,247472.97607422,364708.83472729,364708.83472729,0,0,612181.81080151,0
20160817,177708.07768917,364708.83472729,364708.83472729,0,0,542416.91241646,0
20160818,222544.05913544,364708.83472729,364708.83472729,0,0,587252.89386272,0
20160819,433187.1473093,364708.83472729,364708.83472729,0,0,797895.98203659,0
20160820,375947.84824657,364708.83472729,364708.83472729,0,0,740656.68297386,0
20160821,225797.48256588,364708.83472729,364708.83472729,0,0,590506.31729317,0
20160822,132730.80055904,364708.83472729,364708.83472729,0,0,497439.63528633,0
20160823,133376.88557053,364708.83472729,364708.83472729,0,0,498085.72029781,0
20160824,174146.15105438,364708.83472729,364708.83472729,0,0,538854.98578167,0
20160825,139845.45986938,372853.80729008,372853.80729008,8144.9725627899,0,512699.26715946,0
20160826,241875.37189293,372853.80729008,372853.80729008,0,0,614729.17918301,0
20160827,236503.31956768,372853.80729008,372853.80729008,0,0,609357.12685776,0
20160828,98635.992108345,372853.80729008,372853.80729008,0,0,471489.79939842,0
20160829,111059.917593,372853.80729008,372853.80729008,0,0,483913.72488308,0
20160830,142877.23927975,372853.80729008,372853.80729008,0,0,515731.04656982,0
20160831,152945.01759148,372853.80729008,372853.80729008,0,0,525798.82488155,0
20160901,133424.20939159,372853.80729008,372853.80729008,0,0,506278.01668167,0
20160902,164760.99316978,372853.80729008,372853.80729008,0,0,537614.80045986,0
20160903,164294.56440353,372853.80729008,372853.80729008,0,0,537148.37169361,0
20160904,77643.935239792,372853.80729008,372853.80729008,0,0,450497.74252987,0
20160905,99161.528165817,379567.27906513,379567.27906513,6713.4717750549,0,478728.80723095,0
20160906,119070.1073494,379567.27906513,379567.27906513,0,0,498637.38641453,0
20160907,124670.89277649,379567.27906513,379567.27906513,0,0,504238.17184162,0
20160908,125226.69299698,379567.27906513,379567.27906513,0,0,504793.97206211,0
20160909,118529.79542732,379567.27906513,379567.27906513,0,0,498097.07449245,0
20160910,158314.25254822,379567.27906513,379567.27906513,0,0,537881.53161335,0
20160911,81103.163291931,379567.27906513,379567.27906513,0,0,460670.44235706,0
20160912,62672.415200233,379567.27906513,379567.27906513,0,0,442239.69426537,0
20160913,78229.526137352,379567.27906513,379567.27906513,0,0,457796.80520248,0
20160914,111107.98552799,379567.27906513,379567.27906513,0,0,490675.26459312,0
20160915,184245.20215988,379567.27906513,379567.27906513,0,0,563812.48122501,0
20160916,495956.201828,379567.27906513,379567.27906513,0,0,875523.48089314,0
20160917,413850.57606125,379567.27906513,379567.27906513,0,0,793417.85512638,0
20160918,201541.76504612,379567.27906513,379567.27906513,0,0,581109.04411125,0
20160919,139473.31179237,379567.27906513,379567.27906513,0,0,519040.59085751,0
20160920,135707.49961758,379567.27906513,379567.27906513,0,0,515274.77868271,0
20160921,111713.64837551,379567.27906513,379567.27906513,0,0,491280.92744064,0
20160922,100122.10041523,382453.10884476,382453.10884476,2885.8297796249,0,482575.20925999,0
20160923,153399.90496159,382453.10884476,382453.10884476,0,0,535853.01380634,0
20160924,163223.211833,382453.10884476,382453.10884476,0,0,545676.32067776,0
20160925,111672.17870522,382453.10884476,382453.10884476,0,0,494125.28754997,0
20160926,129329.90244198,382453.10884476,382453.10884476,0,0,511783.01128674,0
20160927,125170.67347145,382453.10884476,382453.10884476,0,0,507623.78231621,0
20160928,102120.2669878,388163.78119278,388163.78119278,5710.6723480225,0,490284.04818058,0
20160929,111217.58572292,393945.0018425,393945.0018425,5781.2206497192,0,505162.58756542,0
20160930,120879.5377636,393945.0018425,393945.0018425,0,0,514824.53960609,0
20161001,118732.32407951,393945.0018425,393945.0018425,0,0,512677.32592201,0
20161002,112830.19251347,393945.0018425,393945.0018425,0,0,506775.19435596,0
20161003,82723.002663612,393945.0018425,393945.0018425,0,0,476668.00450611,0
20161004,126242.02996445,393945.0018425,393945.0018425,0,0,520187.03180695,0
20161005,233448.12349033,393945.0018425,393945.0018425,0,0,627393.12533283,0
20161006,242477.17262459,397967.05342674,397967.05342674,4022.0515842438,0,640444.22605133,0
20161007,281952.10064888,397967.05342674,397967.05342674,0,0,679919.15407562,0
20161008,273810.33918476,397967.05342674,397967.05342674,0,0,671777.3926115,0
20161009,175107.83935452,397967.05342674,397967.05342674,0,0,573074.89278126,0
20161010,116775.58036232,397967.05342674,397967.05342674,0,0,514742.63378906,0
20161011,192639.00775051,402147.6754837,402147.6754837,4180.6220569611,0,594786.68323421,0
20161012,121290.05188465,406193.10785866,406193.10785866,4045.4323749542,0,527483.15974331,0
20161013,98369.50243187,406193.10785866,406193.10785866,0,0,504562.61029053,0
20161014,122113.81045532,406193.10785866,406193.10785866,0,0,528306.91831398,0
20161015,173709.77343464,406193.10785866,406193.10785866,0,0,579902.8812933,0
20161016,158546.27126217,406193.10785866,406193.10785866,0,0,564739.37912083,0
20161017,81757.292730331,406193.10785866,406193.10785866,0,0,487950.40058899,0
20161018,75230.614970207,416506.6616869,416506.6616869,10313.553828239,0,491737.2766571,0
20161019,63014.683174133,416506.6616869,416506.6616869,0,0,479521.34486103,0
20161020,76150.45907402,416506.6616869,416506.6616869,0,0,492657.12076092,0
20161021,127491.17438316,416506.6616869,416506.6616869,0,0,543997.83607006,0
20161022,96788.903579712,416506.6616869,416506.6616869,0,0,513295.56526661,0
20161023,63424.122216225,416506.6616869,416506.6616869,0,0,479930.78390312,0
20161024,77221.416296005,416506.6616869,416506.6616869,0,0,493728.0779829,0
20161025,77634.891599655,416506.6616869,416506.6616869,0,0,494141.55328655,0
20161026,123026.04951572,418068.93996716,418068.93996716,1562.2782802582,0,541094.98948288,0
20161027,100356.42674446,418068.93996716,418068.93996716,0,0,518425.36671162,0
20161028,130230.16092682,418068.93996716,418068.93996716,0,0,548299.10089397,0
20161029,121206.59125519,418068.93996716,418068.93996716,0,0,539275.53122234,0
20161030,78821.105133057,418068.93996716,418068.93996716,0,0,496890.04510021,0
20161031,104098.22344589,418068.93996716,418068.93996716,0,0,522167.16341305,0
20161101,119476.26301289,418068.93996716,418068.93996716,0,0,537545.20298004,0
20161102,93627.486984253,418068.93996716,418068.93996716,0,0,511696.42695141,0
20161103,83106.098896027,418068.93996716,418068.93996716,0,0,501175.03886318,0
20161104,121103.81346798,418068.93996716,418068.93996716,0,0,539172.75343513,0
20161105,121930.61335373,418068.93996716,418068.93996716,0,0,539999.55332088,0
20161106,89072.997574806,418068.93996716,418068.93996716,0,0,507141.93754196,0
20161107,56510.086140633,418068.93996716,418068.93996716,0,0,474579.02610779,0
20161108,39344.036625862,418068.93996716,418068.93996716,0,0,457412.97659302,0
20161109,39619.343211174,418068.93996716,418068.93996716,0,0,457688.28317833,0
20161110,56653.496648788,418068.93996716,418068.93996716,0,0,474722.43661594,0
20161111,100780.93964195,418068.93996716,418068.93996716,0,0,518849.87960911,0
20161112,149886.80920601,418068.93996716,418068.93996716,0,0,567955.74917316,0
20161113,124989.13185787,418068.93996716,418068.93996716,0,0,543058.07182503,0
20161114,131601.60906124,418068.93996716,418068.93996716,0,0,549670.5490284,0
20161115,105002.62954521,418068.93996716,418068.93996716,0,0,523071.56951237,0
20161116,134689.81602192,418068.93996716,418068.93996716,0,0,552758.75598907,0
20161117,164451.16906929,418068.93996716,418068.93996716,0,0,582520.10903645,0
20161118,297147.63216782,418068.93996716,418068.93996716,0,0,715216.57213497,0
20161119,211067.01136684,418068.93996716,418068.93996716,0,0,629135.951334,0
20161120,86852.695063591,418068.93996716,418068.93996716,0,0,504921.63503075,0
20161121,98571.444864273,418068.93996716,418068.93996716,0,0,516640.38483143,0
20161122,122125.25619602,419528.10472584,419528.10472584,1459.1647586823,0,541653.36092186,0
20161123,64790.347615242,419528.10472584,419528.10472584,0,0,484318.45234108,0
20161124,119284.34635067,419528.10472584,419528.10472584,0,0,538812.45107651,0
20161125,139670.78315735,419528.10472584,419528.10472584,0,0,559198.88788319,0
20161126,176992.95657063,419528.10472584,419528.10472584,0,0,596521.06129646,0
20161127,115057.20165443,419528.10472584,419528.10472584,0,0,534585.30638027,0
20161128,64689.288565636,419528.10472584,419528.10472584,0,0,484217.39329147,0
20161129,55008.536280632,419528.10472584,419528.10472584,0,0,474536.64100647,0
20161130,72867.498884201,427750.53236771,427750.53236771,8222.4276418686,0,500618.03125191,0
20161201,59192.975959778,427750.53236771,427750.53236771,0,0,486943.50832748,0
20161202,68889.166459084,427750.53236771,427750.53236771,0,0,496639.69882679,0
20161203,94883.115726471,427750.53236771,427750.53236771,0,0,522633.64809418,0
20161204,70816.417572021,427750.53236771,427750.53236771,0,0,498566.94993973,0
20161205,61820.681929588,427750.53236771,427750.53236771,0,0,489571.21429729,0
20161206,27166.607705116,427750.53236771,427750.53236771,0,0,454917.14007282,0
20161207,121422.65897179,427750.53236771,427750.53236771,0,0,549173.19133949,0
20161208,81040.864726067,427750.53236771,427750.53236771,0,0,508791.39709377,0
20161209,55130.143527031,427750.53236771,427750.53236771,0,0,482880.67589474,0
20161210,57286.035449028,427750.53236771,427750.53236771,0,0,485036.56781673,0
20161211,50638.27756691,427750.53236771,427750.53236771,0,0,478388.80993462,0
20161212,29842.265241623,427750.53236771,427750.53236771,0,0,457592.79760933,0
20161213,49314.079204559,427750.53236771,427750.53236771,0,0,477064.61157227,0
20161214,59355.697113991,427750.53236771,427750.53236771,0,0,487106.2294817,0
20161215,66830.949645042,427750.53236771,427750.53236771,0,0,494581.48201275,0
20161216,65249.691868782,427750.53236771,427750.53236771,0,0,493000.22423649,0
20161217,98649.539628029,427750.53236771,427750.53236771,0,0,526400.07199574,0
20161218,76657.342727661,427750.53236771,427750.53236771,0,0,504407.87509537,0
20161219,71864.793686867,427750.53236771,427750.53236771,0,0,499615.32605457,0
20161220,75467.957368851,427750.53236771,427750.53236771,0,0,503218.48973656,0
20161221,114878.73317051,427750.53236771,427750.53236771,0,0,542629.26553822,0
20161222,84401.547034264,427750.53236771,427750.53236771,0,0,512152.07940197,0
20161223,67568.892552376,427750.53236771,427750.53236771,0,0,495319.42492008,0
